id_str,text,created_at,polarity,user_location,senti
1333670424505327617,"RT @ConnieSchultz: A friends husband, quarantined at home with Covid, has died of a heart attack. He was an essential worker. His wife tri",2020-12-01 07:13:02,0,NC,toxic
1333670424337637376,"RT @TheLeadCNN: CNN exclusive: Vast trove of leaked documents shows China underreported Covid-19 numbers, took weeks to diagnose new cases",2020-12-01 07:13:02,0,MO,insult
1333670425969131521,"RT @CNN: These radio hosts have been debunking coronavirus misinformation for indigenous Mexican farmworkers in the US, thanks to their abi",2020-12-01 07:13:02,0,CA,severe_toxic
1333670431086186497,"RT @amyklobuchar: The Senate is back. Were in session. America cant wait any longer, we need a vote on COVID relief right now.",2020-12-01 07:13:03,0,WA,severe_toxic
1333670436102615040,RT @StarSoul777: The COVID vaccine created by the dark destroys DNA. This vaccine will also sever the connection with the individual's own,2020-12-01 07:13:05,0,OK,obscene
1333670437780262912,@ProjectLincoln Hahaha he said dead people were applying for applications. This man is beyond dumb. Does he ever co https://t.co/96pZgaC1fW,2020-12-01 07:13:05,0,CA,insult
1333670441785962497,"An ""CNN exclusive"" even though the president and right wing have been pointing this out for 8 months. We were brand https://t.co/Qz3m3m2c0Z",2020-12-01 07:13:06,0,NY,insult
1333670445762052096,"RT @chrislhayes: In sheer number of lives, one of the most destructive, deadly policy adivsors in recent American history.",2020-12-01 07:13:07,0,MN,obscene
1333670446777044993,"RT @ShereefElnahal: One in five US hospitals now have severe staffing shortages as they surge with patients with #COVID19.

Talked to @jami",2020-12-01 07:13:07,0,CA,insult
1333670448752521217,"RT @Craig_A_Spencer: As COVID19 surges across the US, its hard to describe the situation inside hospitals for healthcare providers &amp; patie",2020-12-01 07:13:08,0,ID,insult
1333670448807153664,"RT @amyklobuchar: The Senate is back. Were in session. America cant wait any longer, we need a vote on COVID relief right now.",2020-12-01 07:13:08,0,TX,severe_toxic
1333670455677358080,RT @CurlyJungleJake: Dear internet: the vaccines are about to come out. They need both shots to work. You will probably get injection site,2020-12-01 07:13:09,0,CA,toxic
1333670455954300928,RT @Avenger2Toxic: Ok Patriots. Need some prayer. Got a chest cold. Been tested for the old Covid. Tested negative. But I want to feel good,2020-12-01 07:13:09,0,IN,severe_toxic
1333670459464814596,"RT @edyong209: This is an excellent thread, and yet another example of the complexities in interpreting pandemic data.",2020-12-01 07:13:10,1,OR,threat
